iter	RMSE	R2
99	0.9638223115	0.5021704546
100	0.9628469708	0.5028349697
101	0.9581669861	0.5073491818
102	0.9572949806	0.5079130963
103	0.9561281608	0.5087825488
104	0.9540866326	0.5106451158
105	0.9526723526	0.5118446934
106	0.9510135015	0.5132384892
107	0.9495063805	0.5145495294
108	0.9475232233	0.5163939262
109	0.9469450829	0.5167720494
110	0.9414067489	0.5222502151
111	0.9399922316	0.523504314
112	0.9391443155	0.5241699422
113	0.9382312854	0.5249092496
114	0.936728481	0.5262748004
115	0.9347168748	0.528138405
116	0.9342476317	0.5284578665
117	0.932141732	0.5304758891
118	0.9290583002	0.5335186673
119	0.9273385137	0.5351434854
120	0.9258347108	0.5365460312
121	0.923258392	0.5390785936
122	0.9224283393	0.5397770449
123	0.9214237523	0.5406636719
124	0.920675765	0.5413175783
125	0.9199899511	0.5419345084
126	0.9194083591	0.5424463237
127	0.9181841046	0.543623395
128	0.9175770486	0.5441450149
129	0.9160463795	0.5455834763
130	0.9136589374	0.547863161
131	0.9128299575	0.548616183
132	0.9114616247	0.5499305749
133	0.9087077546	0.5525752217
134	0.9065289072	0.5546696832
135	0.9031590553	0.5579383453
136	0.9011234669	0.5599130872
137	0.8976351077	0.5633028434
138	0.8958422321	0.564990906
139	0.8920006498	0.5686651006
140	0.8918393831	0.5687788739
141	0.8914590655	0.569095963
142	0.888791813	0.5716545313
143	0.8881916664	0.5721892634
144	0.8848905532	0.5753354238
145	0.8839195618	0.576248614
146	0.8826707095	0.5774216576
147	0.8810662517	0.5789313633
148	0.8797144407	0.5801927463
149	0.8750960077	0.5845562097
150	0.8748602882	0.5847473609
151	0.8714128977	0.5879853129
152	0.8711979108	0.5881613605
153	0.8701436629	0.5891441138
154	0.8682096632	0.59095595
155	0.865521599	0.5934687809
156	0.8644675306	0.5944437845
157	0.863519214	0.5953171269
158	0.8615613661	0.597146483
159	0.860328232	0.5982804028
160	0.8590559009	0.5994536206
161	0.8578650205	0.6005526143
162	0.857303996	0.6010562588
163	0.8561373581	0.6021274473
164	0.855811958	0.6024084315
165	0.8543723834	0.6037285203
166	0.8536196635	0.6044173869
167	0.8526739232	0.6052873094
168	0.8522709193	0.6056418708
169	0.8508096964	0.6069883647
170	0.8495026811	0.6081764276
171	0.8493522113	0.6083063776
172	0.8478607193	0.6096800306
173	0.8473597002	0.6101311861
174	0.8462763117	0.6111246831
175	0.8452424769	0.6120683069
176	0.8440644635	0.6131446695
177	0.8416248677	0.6153768398
178	0.8384299828	0.6182822219
179	0.8366217831	0.6199172589
180	0.8360192275	0.6204571658
181	0.835739015	0.6207078583
182	0.8348928318	0.6214711967
183	0.8317421519	0.6243097049
184	0.8298290571	0.6260288292
185	0.8291072737	0.6266741493
186	0.8269966593	0.628566133
187	0.825027344	0.6303340545
188	0.823922514	0.6313198559
189	0.8223938745	0.6326823084
190	0.8217687799	0.6332395919
191	0.8198372207	0.6349564384
192	0.8185705871	0.6360820486
193	0.8175531796	0.6369829436
194	0.8157166267	0.6386109555
195	0.8131244911	0.6408995508
196	0.8099646314	0.6436827143
197	0.8084713104	0.6449924821
198	0.8081423017	0.6452794862
199	0.8050446833	0.647990746
200	0.8047713338	0.6482282593
201	0.8033989341	0.6494226238
202	0.8016494386	0.6509439567
203	0.79968109	0.6526547069
204	0.7977617273	0.6543171574
205	0.7971971817	0.6548055627
206	0.7968537741	0.6551021817
207	0.7955388379	0.6562397121
208	0.7939536294	0.6576028999
209	0.7906111244	0.6604793283
210	0.7886940257	0.6621230519
211	0.7879687105	0.6627443738
212	0.7872109413	0.6633919216
213	0.7864164738	0.6640713316
214	0.7858566693	0.6645471031
215	0.7843675035	0.6658165657
216	0.7840926727	0.6660497515
217	0.7829475538	0.6670223141
218	0.7815005324	0.6682495342
219	0.7799729513	0.669546078
220	0.7788275304	0.6705165404
221	0.7776846233	0.6714829505
222	0.7773729129	0.6717454781
223	0.7766947377	0.6723171034
224	0.7757940989	0.6730771251
225	0.7748027064	0.6739127685
226	0.7746944965	0.6740034099
227	0.7737626486	0.6747884739
228	0.7725204159	0.6758322693
229	0.7714818966	0.6767040074
230	0.771417586	0.6767570045
231	0.7704779785	0.6775422473
232	0.7694093273	0.678434789
233	0.7679382249	0.679663252
234	0.7671306156	0.6803362808
235	0.7661063834	0.6811893097
236	0.7653640273	0.6818064355
237	0.7646292538	0.6824175607
238	0.7634738201	0.6833772791
239	0.7619284093	0.6846563991
240	0.76111478	0.6853302105
241	0.7600894464	0.6861762947
242	0.7593660137	0.6867734832
243	0.7581721314	0.6877585477
244	0.7577688182	0.6880902587
245	0.7565000624	0.6891354246
246	0.7555827268	0.6898885499
247	0.7549831916	0.6903811502
248	0.7525611609	0.692363787
249	0.7509057009	0.6937149204
250	0.7496857926	0.6947097648
251	0.7491808007	0.6951208728
252	0.7482704627	0.6958599535
253	0.7470784629	0.6968273025
254	0.7468894309	0.6969807475
255	0.746863212	0.697001982
256	0.7440502219	0.6992799754
257	0.7433449211	0.6998499696
258	0.7421602748	0.7008057074
259	0.7419423375	0.7009806888
260	0.7403318788	0.702277304
261	0.7400820771	0.7024781576
262	0.7399446241	0.7025886019
263	0.7394535124	0.7029834474
264	0.7389275312	0.7034057871
265	0.7376921744	0.7043968119
266	0.735984228	0.7057643043
267	0.7354837413	0.7061642145
268	0.7349135071	0.7066194933
269	0.7343115929	0.7071001758
270	0.7339424632	0.7073945254
271	0.7331819974	0.7080004202
272	0.7328379774	0.7082741227
273	0.7302844454	0.710304249
274	0.7291694075	0.7111876771
275	0.7290203816	0.711305559
276	0.7289829555	0.7113352179
277	0.728102038	0.7120317942
278	0.7259686154	0.7137164248
279	0.7254077311	0.7141589982
280	0.7226653168	0.7163160014
281	0.7206694035	0.7178799704
282	0.720476413	0.7180308977
283	0.7194165432	0.7188602996
284	0.7186450722	0.7194632461
285	0.7185437324	0.7195422093
286	0.7183385615	0.7197023643
287	0.7181773564	0.7198280545
288	0.718033254	0.7199406713
289	0.7171580123	0.7206225217
290	0.7165042914	0.7211314769
291	0.7164553088	0.7211695941
292	0.7157152274	0.7217453276
293	0.7145394718	0.7226587599
294	0.7133718739	0.7235641099
295	0.7128311062	0.723982937
296	0.7108992571	0.7254769499
297	0.7099876982	0.7261805362
298	0.7098327409	0.7263000252
299	0.70939558	0.7266371041
300	0.7091195395	0.7268499445
301	0.7089573492	0.7269749217
302	0.7088129016	0.727086206
303	0.7082382373	0.7275285475
304	0.7077848966	0.7278774558
305	0.707605319	0.7280155518
306	0.7071590896	0.7283582742
307	0.7064254645	0.7289218088
308	0.7060344927	0.7292219338
309	0.7051914915	0.7298678299
310	0.7037870202	0.7309430171
311	0.7024810945	0.7319406357
312	0.7024316971	0.731978208
313	0.7022524568	0.7321148704
314	0.7017382443	0.732507023
315	0.7014022717	0.732763074
316	0.699980972	0.7338449409
317	0.6998167164	0.733969739
318	0.699689548	0.7340663915
319	0.6992064787	0.734433504
320	0.698838694	0.7347129689
321	0.6981947206	0.7352014003
322	0.6977650379	0.7355271684
323	0.6969783985	0.7361231424
324	0.696933365	0.7361572078
325	0.6968172251	0.736245124
326	0.6966164404	0.7363971386
327	0.6963030057	0.7366343817
328	0.6962054381	0.7367082607
329	0.6955663134	0.7371912613
330	0.6947170214	0.7378326279
331	0.6946208636	0.7379051917
332	0.6943423106	0.7381153576
333	0.6937779752	0.7385408874
334	0.6929108879	0.7391940225
335	0.6916243987	0.7401616458
336	0.6915054195	0.7402510324
337	0.690576674	0.740948412
338	0.6891025135	0.7420532605
339	0.6875776572	0.7431934076
340	0.6875561854	0.7432094535
341	0.6867918683	0.7437801761
342	0.6863643698	0.744099058
343	0.6858208562	0.7445044632
344	0.6856742201	0.7446137172
345	0.684510604	0.7454799022
346	0.6839344382	0.7459083553
347	0.6838260806	0.7459888229
348	0.6837285891	0.746061126
349	0.6833798747	0.7463198701
350	0.6822948026	0.7471246587
351	0.6820256992	0.747323952
352	0.6814277994	0.747766722
353	0.6811982507	0.7479366487
354	0.6811773123	0.7479521617
355	0.6803448744	0.7485678805
356	0.6788351662	0.7496826154
357	0.6771416431	0.7509299172
358	0.674883453	0.752588687
359	0.67454165	0.7528391889
360	0.6740960623	0.7531654978
361	0.6731198943	0.7538798359
362	0.6718674291	0.7547949096
363	0.6717585826	0.7548743669
364	0.671334933	0.7551836883
365	0.6703089796	0.7559315095
366	0.6700385753	0.7561283754
367	0.6700334339	0.7561321241
368	0.6697165527	0.7563626135
369	0.6689831308	0.7568957857
370	0.668709087	0.7570947569
371	0.6684282845	0.7572988813
372	0.668031964	0.7575864593
373	0.6675887002	0.7579079699
374	0.6671110662	0.7582542883
375	0.6668893388	0.7584148568
376	0.6668194336	0.7584654846
377	0.6666662101	0.7585764576
378	0.666628214	0.7586039667
379	0.6663840909	0.7587807233
380	0.6662040496	0.7589110489
381	0.6657759411	0.7592208048
382	0.6656334025	0.7593238981
383	0.6653718438	0.7595130059
384	0.6648916278	0.7598600052
385	0.6648038078	0.7599234377
386	0.6645255918	0.760124344
387	0.6641805569	0.7603733677
388	0.6641752523	0.760377194
389	0.6634307695	0.7609141115
390	0.6611947185	0.7625230682
391	0.6609438427	0.7627032147
392	0.6608912278	0.7627409998
393	0.6605510667	0.7629851465
394	0.6603384979	0.7631376658
395	0.6599311046	0.7634298412
396	0.6593751758	0.7638282469
397	0.659167203	0.763977205
398	0.6589317404	0.7641457948
399	0.6586208188	0.76436832
400	0.6576319999	0.765075319
401	0.6573718752	0.765261139
402	0.6561081562	0.7661627859
403	0.6552714063	0.7667588401
404	0.6543927046	0.7673839589
405	0.6541204017	0.7675775061
406	0.6538120638	0.767796611
407	0.6536481751	0.767913012
408	0.6525871651	0.7686658153
409	0.6522997793	0.7688695131
410	0.6519520585	0.7691158685
411	0.6517636876	0.7692492658
412	0.651165087	0.7696729296
413	0.650717283	0.7699896154
414	0.6505087327	0.770137023
415	0.6501296354	0.7704048775
416	0.6500620739	0.7704525989
417	0.6497974364	0.7706394309
418	0.6494284099	0.7708999001
419	0.6487425059	0.7713836255
420	0.6485902532	0.7714908796
421	0.6442321638	0.7745515829
422	0.6440754016	0.7746613186
423	0.6433174209	0.7751914623
424	0.6424461722	0.7758000887
425	0.6419757	0.7761282522
426	0.6406599215	0.7770448134
427	0.6406196119	0.7770728767
428	0.6401119346	0.7774262646
429	0.6388708578	0.7782883464
430	0.6381849729	0.7787641546
431	0.6373994808	0.7793084001
432	0.6368033529	0.7797210985
433	0.6362039276	0.7801357887
434	0.6352590535	0.7807885323
435	0.6338818015	0.7817380774
436	0.6335240846	0.7819842868
437	0.6329838179	0.7823562482
438	0.6325075838	0.7826836605
439	0.6323390334	0.7827992778
440	0.6323370371	0.782800637
441	0.6317609325	0.7831962023
442	0.6312435302	0.7835513349
443	0.6311314125	0.7836282395
444	0.6309859627	0.7837278604
445	0.6306748729	0.7839410476
446	0.6303665056	0.7841523601
447	0.6301443992	0.7843045767
448	0.6290427387	0.7850578635
449	0.6289040012	0.7851525418
450	0.6282969507	0.7855669068
451	0.628058114	0.785730016
452	0.6280058757	0.7857657145
453	0.6264276801	0.7868407994
454	0.6261642719	0.7870200351
455	0.6261621163	0.7870214982
456	0.624013573	0.7884809113
457	0.6219774569	0.7898590663
458	0.618949651	0.7919001415
459	0.6178768909	0.7926211333
460	0.6155658266	0.794169674
461	0.6155248752	0.7941971919
462	0.6113365794	0.79698882
463	0.6109740193	0.7972295311
464	0.6101330408	0.7977874476
465	0.6097930681	0.7980127487
466	0.6097905317	0.7980143691
467	0.6093792324	0.7982867354
468	0.6092912397	0.7983450064
469	0.6092791835	0.7983529269
470	0.6053115329	0.8009712229
471	0.6048666689	0.8012633329
472	0.6045679531	0.8014592204
473	0.603936818	0.8018737577
474	0.6035728602	0.8021121945
475	0.6028162852	0.8026080241
476	0.6022908697	0.8029516581
477	0.6011841108	0.8036751963
478	0.6002279755	0.8042992435
479	0.5995083764	0.8047682279
480	0.5989326578	0.8051426589
481	0.5985826652	0.8053704087
482	0.5966787225	0.8066068506
483	0.5964555037	0.8067514475
484	0.5930841013	0.8089297518
485	0.5930711317	0.8089380913
486	0.5900728731	0.8108653121
487	0.5895064604	0.8112283988
488	0.5888692839	0.8116361894
489	0.5883330112	0.8119789696
490	0.5882625729	0.8120240926
491	0.5861036469	0.81340142
492	0.5855757501	0.8137373387
493	0.5848524547	0.8141973398
494	0.5839809405	0.8147504066
495	0.5835649379	0.8150142262
496	0.5803127417	0.8170700635
497	0.5796183672	0.8175075587
498	0.5777639797	0.8186732153
499	0.5775474175	0.818809123
500	0.5769428487	0.8191883998
501	0.5752842253	0.8202264429
502	0.57514029	0.820316368
503	0.572549066	0.8219318887
504	0.5720370548	0.8222501458
505	0.572024947	0.8222576689
506	0.5712141997	0.8227611726
507	0.5712128039	0.8227620076
508	0.5708976979	0.8229574678
509	0.5691896855	0.8240153541
510	0.5677788186	0.8248868132
511	0.5673907685	0.8251260948
512	0.5650661826	0.8265560465
513	0.5635852968	0.827463892
514	0.563014958	0.8278126557
515	0.562680331	0.8280171861
516	0.562284202	0.8282592841
517	0.5608945537	0.8291069937
518	0.5604476833	0.8293793419
519	0.5588452531	0.8303535927
520	0.557486022	0.8311777931
521	0.5561732316	0.8319720363
522	0.5552004181	0.8325594326
523	0.5525445954	0.8341573654
524	0.5523931603	0.834248334
525	0.5523604744	0.8342679834
526	0.5512234827	0.8349496042
527	0.5505486642	0.8353535938
528	0.5502288039	0.8355447507
529	0.5502274808	0.8355455177
530	0.5496795836	0.8358729138
531	0.5494991539	0.8359806321
532	0.5493152216	0.8360904285
533	0.5491392131	0.8361954611
534	0.5474740817	0.8371872567
535	0.5471857992	0.8373588025
536	0.5470005424	0.83746893
537	0.5464258779	0.837810196
538	0.5462245994	0.837929595
539	0.5459604361	0.838086189
540	0.5459232362	0.8381082897
541	0.5459221313	0.8381089282
542	0.5451657158	0.8385572121
543	0.544520912	0.8389388454
544	0.5443784119	0.8390231558
545	0.5423154472	0.8402409066
546	0.5415117005	0.8407142247
547	0.5409935516	0.8410189839
548	0.5405386904	0.8412860268
549	0.5373362664	0.843160952
550	0.537157982	0.8432651125
551	0.5351039305	0.8444614723
552	0.5326873125	0.8458632072
553	0.5314681848	0.8465680519
554	0.5313333791	0.8466458721
555	0.5295636898	0.8476656159
556	0.5275336409	0.8488311341
557	0.5272283367	0.8490060724
558	0.5271638434	0.8490430219
559	0.5270276384	0.8491210402
560	0.52631424	0.8495291628
561	0.5251704204	0.8501825517
562	0.5249253916	0.850322248
563	0.5244376205	0.8506002835
564	0.5239282776	0.8508902457
565	0.5236608351	0.8510423981
566	0.5234023364	0.8511893923
567	0.5232699814	0.8512646519
568	0.5230582498	0.8513849942
569	0.5229960578	0.8514203509
570	0.5226740537	0.8516033057
571	0.5226723535	0.8516042717
572	0.5219402134	0.8520197986
573	0.5219328555	0.8520239689
574	0.5211017682	0.8524950162
575	0.5207209909	0.8527105769
576	0.5205416199	0.8528119882
577	0.5204736456	0.852850492
578	0.519956382	0.853142882
579	0.5198176625	0.8532212874
580	0.5179123701	0.854295314
581	0.5169817875	0.8548186261
582	0.5168488887	0.854893342
583	0.5159079252	0.8554212423
584	0.5151991775	0.8558183079
585	0.5149231076	0.8559727593
586	0.514122275	0.8564206015
587	0.5128881658	0.8571089868
588	0.5128821117	0.8571123238
589	0.5126831667	0.8572231143
590	0.5125088876	0.8573200501
591	0.512450571	0.8573526058
592	0.5120117151	0.8575969415
593	0.5103726414	0.8585072082
594	0.5101299946	0.8586417554
595	0.5100934567	0.858662017
596	0.5091575338	0.8591802082
597	0.5090754228	0.8592255799
598	0.5068338822	0.8604623883
599	0.5065969768	0.8605928906
600	0.5065920668	0.8605955581
601	0.5064667447	0.8606645826
602	0.5061147504	0.8608581152
603	0.505910373	0.8609705602
604	0.5057947131	0.8610340763
605	0.5045534303	0.8617154621
606	0.5043896617	0.8618051897
607	0.5037495513	0.8621556359
608	0.5037446755	0.8621582678
609	0.5020738832	0.8630711809
610	0.5017030974	0.8632732363
611	0.5009133918	0.8637035467
612	0.5007450741	0.8637950867
613	0.4996691589	0.864379506
614	0.4996115538	0.8644107709
615	0.4995649093	0.8644360208
616	0.4993794724	0.8645366189
617	0.4992452205	0.8646094238
618	0.4979916236	0.8652884374
619	0.497990036	0.8652892792
620	0.4966793237	0.8659973832
621	0.4954374479	0.8666667603
622	0.4950600282	0.8668697294
623	0.4944122208	0.8672178602
624	0.4944094984	0.8672193042
625	0.4941638696	0.8673511211
626	0.493489201	0.8677130449
627	0.4931093433	0.8679165985
628	0.4930342733	0.8679567984
629	0.4928791797	0.8680398626
630	0.4922092259	0.8683983462
631	0.4918752789	0.8685769087
632	0.4912401968	0.8689159779
633	0.4902395294	0.8694494557
634	0.4902358838	0.8694513928
635	0.4892869952	0.8699563935
636	0.4882661141	0.8704985082
637	0.4879278485	0.8706778767
638	0.4863935346	0.8714898772
639	0.4854633419	0.8719810011
640	0.4854291395	0.8719990664
641	0.4847153581	0.8723751326
642	0.4841022896	0.8726978242
643	0.4833859679	0.8730742543
644	0.4832647319	0.8731379408
645	0.4831739318	0.8731856007
646	0.4829589642	0.8732983644
647	0.4827584208	0.873403575
648	0.4818870767	0.8738602128
649	0.481345262	0.8741438137
650	0.478707704	0.8755190388
651	0.4777034466	0.8760408679
652	0.4776564035	0.8760652785
653	0.4757387147	0.8770583832
654	0.4745541457	0.8776698219
655	0.4733577574	0.8782858609
656	0.4726534786	0.8786477168
657	0.472003401	0.8789812733
658	0.4711180666	0.879434825
659	0.4699057745	0.8800544551
660	0.4698319432	0.880092158
661	0.4697409912	0.8801385808
662	0.469655208	0.8801823733
663	0.4692825397	0.8803724117
664	0.4692215657	0.8804035013
665	0.4663218677	0.8818771555
666	0.4662635079	0.8819067255
667	0.4655321727	0.8822768521
668	0.4653817782	0.8823529078
669	0.4652600544	0.8824144473
670	0.464729174	0.882682612
671	0.4635910676	0.8832565554
672	0.463469837	0.8833175821
673	0.4617781368	0.8841677865
674	0.4615760679	0.8842691228
675	0.4614702938	0.8843221634
676	0.4614449644	0.8843348726
677	0.4598010012	0.8851575173
678	0.4572456215	0.8864304615
679	0.4563877287	0.8868562319
680	0.4563864189	0.8868568809
681	0.4559925933	0.8870520647
682	0.4559710472	0.8870627362
683	0.4547902265	0.8876469393
684	0.4543229378	0.8878777227
685	0.4532984362	0.8883828615
686	0.4532821027	0.8883909153
687	0.4529353587	0.8885615971
688	0.4522095057	0.8889185266
689	0.4505867507	0.8897143197
690	0.4503854227	0.8898128694
691	0.4503246833	0.8898425743
692	0.4499803578	0.8900110144
693	0.4494827444	0.8902541794
694	0.4483736028	0.8907951671
695	0.4468176719	0.8915518712
696	0.4461807343	0.8918608983
697	0.4454240728	0.8922274826
698	0.4453057998	0.8922846784
699	0.444839726	0.8925101254
700	0.4436807759	0.8930696254
701	0.4436032485	0.8931070048
702	0.4434191897	0.893195565
703	0.4428297168	0.8934793326
704	0.4427890182	0.8934989265
705	0.4424377976	0.8936677605
706	0.4422495529	0.8937582031
707	0.4418773437	0.8939369309
708	0.4410110305	0.8943524339
709	0.4409886742	0.8943631622
710	0.440320648	0.8946828393
711	0.4385617837	0.8955225127
712	0.4381644895	0.8957117068
713	0.4373951784	0.8960775777
714	0.4353806739	0.8970326896
715	0.4340654656	0.8976538903
716	0.4337745965	0.8977909394
717	0.4336202092	0.8978636178
718	0.4331743366	0.8980735569
719	0.433072198	0.8981216211
720	0.433004908	0.8981532979
721	0.4317370985	0.8987488282
722	0.4315583899	0.8988325558
723	0.4313447754	0.8989326886
724	0.4312656288	0.8989697282
725	0.4312007288	0.899000155
726	0.4297509735	0.8996782102
727	0.4274342999	0.9007569301
728	0.4273456806	0.9007981006
729	0.4266116138	0.901138674
730	0.4255261165	0.9016411619
731	0.4252569973	0.9017654592
732	0.4252312927	0.9017773204
733	0.4248040619	0.9019745884
734	0.4243266862	0.9021947929
735	0.4233188552	0.9026587884
736	0.4230191635	0.9027965553
737	0.4210163425	0.9037148541
738	0.4202827553	0.9040501173
739	0.420199112	0.904088292
740	0.4201129409	0.9041276238
741	0.4198249771	0.9042589917
742	0.4191636691	0.904560491
743	0.4185833574	0.9048245803
744	0.4177600056	0.9051985606
745	0.4173044846	0.9054051477
746	0.4172394949	0.9054345906
747	0.4171710811	0.9054656033
748	0.4165119914	0.9057640527
749	0.4162961599	0.905861638
750	0.4149271617	0.9064797407
751	0.4134052041	0.9071645273
752	0.4131793048	0.9072658985
753	0.4127813106	0.9074445062
754	0.412238295	0.9076878232
755	0.4118225584	0.9078739342
756	0.4116212276	0.9079639871
757	0.4107727132	0.9083430246
758	0.4092895389	0.9090036943
759	0.4080433857	0.9095569846
760	0.4077624088	0.9096814962
761	0.407219107	0.9099220005
762	0.4066052886	0.9101933536
763	0.4064850543	0.9102464396
764	0.4061841856	0.9103792673
765	0.406081156	0.9104247377
766	0.4045625467	0.9110934554
767	0.4044807148	0.9111294261
768	0.4039641711	0.9113562582
769	0.4034197508	0.9115950051
770	0.4033126768	0.9116419345
771	0.4027878746	0.9118717172
772	0.40269273	0.9119133544
773	0.4026913794	0.9119139452
774	0.4026003981	0.9119537452
775	0.402598553	0.9119545535
776	0.4025894834	0.9119585177
777	0.4012439298	0.912546053
778	0.4009742024	0.912663582
779	0.4009326795	0.9126816747
780	0.4008528834	0.9127164275
781	0.4002598237	0.9129745135
782	0.3989755964	0.9135320253
783	0.3979628326	0.9139704388
784	0.3955248982	0.9150212462
785	0.3951177217	0.9151961352
786	0.3946929213	0.9153783774
787	0.394045797	0.9156556582
788	0.3939944768	0.9156776229
789	0.3939287068	0.9157057771
790	0.3938278508	0.9157489246
791	0.3937519684	0.9157813909
792	0.3921673246	0.9164578779
793	0.3920612812	0.9165030547
794	0.3906582386	0.9170995916
795	0.3903120585	0.9172464548
796	0.3892685286	0.917688342
797	0.3891943291	0.9177197185
798	0.3890939341	0.917762161
799	0.3888846666	0.9178505975
800	0.3888100456	0.9178821208
801	0.3887053231	0.9179263505
802	0.3884810621	0.9180210283
803	0.3878990877	0.9182664641
804	0.3876171767	0.9183852238
805	0.3873740302	0.9184875824
806	0.3873493486	0.9184979691
807	0.3869861301	0.9186507471
808	0.3869586203	0.9186623122
809	0.3862364533	0.9189656278
810	0.3860848506	0.9190292325
811	0.3860190374	0.9190568333
812	0.385402469	0.9193151978
813	0.3852964715	0.9193595704
814	0.3852434545	0.9193817609
815	0.3852058639	0.919397493
816	0.3851977058	0.919400907
817	0.3851735144	0.9194110305
818	0.384999799	0.9194837114
819	0.3849410409	0.9195082836
820	0.3845721837	0.9196624685
821	0.3839258473	0.9199322804
822	0.3831094615	0.9202724305
823	0.3830334654	0.9203040576
824	0.3826837572	0.9204495197
825	0.3823989231	0.9205678946
826	0.3821401651	0.9206753594
827	0.3811276999	0.9210951486
828	0.381124507	0.921096472
829	0.3809990622	0.9211484101
830	0.3806310059	0.9213006745
831	0.3805371128	0.9213395032
832	0.380199095	0.9214792047
833	0.3799576591	0.9215789021
834	0.3798451279	0.9216253462
835	0.378103463	0.9223423998
836	0.3774613594	0.9226059366
837	0.3770035617	0.9227935534
838	0.3756775285	0.9233357116
839	0.3748582754	0.9236697079
840	0.3747629228	0.9237085369
841	0.373809409	0.9240962639
842	0.3737718486	0.924111514
843	0.3727714925	0.9245172037
844	0.3704881101	0.925439077
845	0.3702789815	0.9255232267
846	0.3702075106	0.9255519734
847	0.3699464224	0.9256569488
848	0.3696903485	0.9257598368
849	0.3693719298	0.9258876635
850	0.3677005682	0.9265568399
851	0.3656609401	0.927369362
852	0.3656158712	0.9273872651
853	0.3653392189	0.9274971226
854	0.365137024	0.9275773513
855	0.3650986298	0.9275925874
856	0.3648946607	0.927673459
857	0.3640744871	0.9279982201
858	0.363604506	0.928183992
859	0.3634714909	0.9282365266
860	0.363243009	0.9283267253
861	0.3630721226	0.9283941483
862	0.3628694907	0.9284740482
863	0.3626872174	0.928545882
864	0.3618500145	0.9288753933
865	0.3617882672	0.9288996642
866	0.3611699719	0.9291424687
867	0.3611628835	0.9291452498
868	0.3610958063	0.9291715701
869	0.3610211138	0.9292008741
870	0.3609529196	0.9292276242
871	0.3606458711	0.9293479842
872	0.3602469797	0.929504183
873	0.3588836529	0.9300367544
874	0.3571421896	0.9307140846
875	0.3570581083	0.9307466986
876	0.357039432	0.9307539461
877	0.3566143432	0.9309187271
878	0.3559944108	0.9311587028
879	0.3544208836	0.9317659272
880	0.353482438	0.9321268323
881	0.3531629497	0.9322494812
882	0.3528065732	0.9323861471
883	0.3527010629	0.9324266021
884	0.3525028936	0.9325025169
885	0.3524990026	0.9325040063
886	0.352414614	0.9325363148
887	0.3517461109	0.9327920147
888	0.3507016568	0.9331905903
889	0.3502357585	0.9333679874
