Depth,Output
3122.00,15.3757733945221
3142.00,0.640763962687804
3162.00,2.90368342429658
3169.00,2.42913986355817
3207.10,96.6461145999231
3207.15,36.4993559215396
3207.35,1015.80393983542
3207.40,1420.19439927544
3207.70,3.04064300967656
3207.85,2.40163804050837
3207.90,1.77057279013993
3208.10,2.04758086973548
3208.15,1.79422726578043
3208.35,1.05591821165181
3208.40,2.48570121362574
3208.70,16.0532315545469
3209.00,35.3483894043059
